,name,handedness,height,weight,avg,HR,weight_height
793,Bob Boone,R,74,195,0.254,105,1.12380952381
794,Rick Jones,L,77,190,0.0,0,1.27619047619
795,Steve Kemp,L,72,195,0.278,130,0.990476190476
796,Rick Burleson,R,70,165,0.273,50,0.571428571429
797,Jim Dorsey,R,79,190,0.0,0,1.40952380952
798,Mark Ciardi,R,72,180,0.0,0,0.847619047619
799,Dennis Burtt,R,72,180,0.0,0,0.847619047619
800,Carl Taylor,R,74,200,0.266,10,1.17142857143
801,Terry Harmon,R,74,180,0.233,4,0.980952380952
802,Mike Hargrove,L,72,195,0.29,80,0.990476190476
803,Rich Yett,R,74,187,0.0,0,1.04761904762
804,Steve Hovley,L,70,188,0.258,8,0.790476190476
805,Don Leppert,R,74,220,0.229,15,1.3619047619
806,Matt Williams,R,73,200,0.0,0,1.10476190476
807,Jim Burton,R,75,195,0.0,0,1.19047619048
808,Rick Anderson,R,74,210,0.0,0,1.26666666667
809,Charlie Mitchell,R,75,170,0.0,0,0.952380952381
810,Bill Paschall,R,72,175,0.0,0,0.8
811,John Bohnet,B,72,175,0.0,0,0.8
812,Byron McLaughlin,R,73,175,0.0,0,0.866666666667
813,Lee May,R,75,195,0.267,354,1.19047619048
814,Luis Quintana,L,74,175,0.0,0,0.933333333333
815,Sam McDowell,L,77,190,0.154,2,1.27619047619
816,Rick Renick,R,72,188,0.221,20,0.92380952381
817,Jeff Torborg,R,72,195,0.214,8,0.990476190476
818,Dave Campbell,R,73,180,0.213,20,0.914285714286
819,Pat Kelly,L,73,185,0.264,76,0.961904761905
820,Al Weis,B,72,160,0.219,7,0.657142857143
821,Jerry Turner,L,69,180,0.257,45,0.647619047619
822,Rick Auerbach,R,72,165,0.22,9,0.704761904762
823,Keith Macwhorter,R,76,190,0.0,0,1.20952380952
824,Don Wilson,R,74,195,0.146,1,1.12380952381
825,Jaime Cocanower,R,76,200,0.0,0,1.30476190476
826,Jeff Sellers,R,73,175,0.0,0,0.866666666667
827,Sandy Valdespino,L,68,170,0.23,7,0.485714285714
828,Steve Senteney,R,74,205,0.0,0,1.21904761905
829,Howard Bailey,R,72,195,0.0,0,0.990476190476
830,Jeff Bettendorf,R,75,180,0.0,0,1.04761904762
831,Ken Phelps,L,73,209,0.239,123,1.19047619048
832,Cesar Cedeno,R,74,175,0.285,199,0.933333333333
833,Bob Davidson,R,72,185,0.0,0,0.895238095238
834,Phil Linz,R,73,180,0.235,11,0.914285714286
835,Manny Mota,R,70,160,0.304,31,0.52380952381
836,Brian Snyder,L,75,185,0.0,0,1.09523809524
837,Steve Renko,R,77,230,0.215,6,1.65714285714
838,Rick Sofield,L,73,195,0.243,9,1.05714285714
839,Carlos Velazquez,R,71,180,0.0,0,0.780952380952
840,Roger Miller,R,75,200,0.0,0,1.2380952381
841,Doug DeCinces,R,74,190,0.259,237,1.07619047619
842,John Castino,R,71,175,0.278,41,0.733333333333
843,Dave May,L,70,186,0.251,96,0.771428571429
844,Ron Washington,R,71,155,0.261,20,0.542857142857
845,Billy Grabarkewitz,R,70,165,0.236,28,0.571428571429
846,Willie Aikens,L,75,220,0.271,110,1.42857142857
847,Earl Williams,R,75,215,0.247,138,1.38095238095
848,Willie Mueller,R,76,220,0.0,0,1.49523809524
849,John Flinn,R,72,175,0.0,0,0.8
850,Don Hahn,R,73,180,0.236,7,0.914285714286
851,Todd Cruz,R,72,175,0.22,34,0.8
852,Tom Egan,R,76,218,0.2,22,1.47619047619
853,Bob Heise,R,72,175,0.247,1,0.8
854,Tommy Harper,R,69,165,0.257,146,0.504761904762
855,Joe Wallis,B,71,180,0.244,16,0.780952380952
856,Max Alvis,R,71,185,0.247,111,0.828571428571
857,Rico Carty,R,75,200,0.299,204,1.2380952381
858,Mike Cubbage,L,72,180,0.258,34,0.847619047619
859,Les Straker,R,73,193,0.0,0,1.0380952381
860,Merritt Ranew,L,71,170,0.247,8,0.685714285714
861,Lyman Bostock,L,73,180,0.311,23,0.914285714286
862,Damaso Garcia,R,73,165,0.283,36,0.771428571429
863,Don Kainer,R,75,205,0.0,0,1.28571428571
864,Don Gordon,R,73,175,0.0,0,0.866666666667
865,Roy Howell,L,73,190,0.261,80,1.00952380952
866,Boog Powell,L,76,230,0.266,339,1.59047619048
867,Sandy Wihtol,R,73,195,0.0,0,1.05714285714
868,Sonny Siebert,R,75,190,0.173,12,1.14285714286
869,Jeff Richardson,R,75,185,0.0,0,1.09523809524
870,Bobby Darwin,R,74,190,0.251,83,1.07619047619
871,Dennis DeBarr,L,74,190,0.0,0,1.07619047619
872,Dan Driessen,L,71,187,0.267,153,0.847619047619
873,Bruce Miller,R,73,185,0.246,1,0.961904761905
874,Bob Bailor,R,71,170,0.264,9,0.685714285714
875,Tommy Helms,R,70,165,0.269,34,0.571428571429
876,Tony Armas,R,71,182,0.252,251,0.8
877,Willie Horton,R,71,209,0.273,325,1.05714285714
878,Lou Piniella,R,72,182,0.291,102,0.866666666667
879,Butch Hobson,R,73,193,0.248,98,1.0380952381
880,John Wathan,R,74,205,0.262,21,1.21904761905
881,Hal King,L,73,200,0.214,24,1.10476190476
882,Mike Krukow,R,77,205,0.193,5,1.41904761905
883,Andres Mora,R,72,180,0.223,27,0.847619047619
884,Barry Foote,R,75,205,0.23,57,1.28571428571
885,Ed Ott,L,70,190,0.259,33,0.809523809524
886,Alan Wiggins,B,74,160,0.259,5,0.790476190476
887,Ron Clark,R,70,175,0.189,5,0.666666666667
888,Jay Pettibone,R,76,182,0.0,0,1.13333333333
889,Glen Cook,R,71,180,0.0,0,0.780952380952
890,Julio Gotay,R,72,180,0.26,6,0.847619047619
891,Gary Alexander,R,74,195,0.23,55,1.12380952381
892,Andre Thornton,R,75,200,0.254,253,1.2380952381
893,Bob Oliver,R,75,205,0.256,94,1.28571428571
894,Bill Castro,R,71,170,0.0,0,0.685714285714
895,Ed Hodge,L,74,192,0.0,0,1.09523809524
896,Tom Buskey,R,75,200,0.0,0,1.2380952381
897,Bruce Taylor,R,72,178,0.0,0,0.828571428571
898,Stan Thomas,R,74,185,0.0,0,1.02857142857
899,Bob Robertson,R,73,195,0.242,115,1.05714285714
900,Larry Monroe,R,76,200,0.0,0,1.30476190476
901,Roger Slagle,R,75,190,0.0,0,1.14285714286
902,Ollie Brown,R,74,178,0.265,102,0.961904761905
903,Jim Campbell,L,71,175,0.0,0,0.733333333333
904,Frank Quilici,R,73,170,0.214,5,0.819047619048
905,Curt Kaufman,R,74,175,0.0,0,0.933333333333
906,Joe Pepitone,L,74,185,0.258,219,1.02857142857
907,Steve Barber,L,72,195,0.115,5,0.990476190476
908,De Wayne Vaughn,R,71,180,0.0,0,0.780952380952
909,Norm Miller,L,70,185,0.238,24,0.761904761905
910,Bob Galasso,L,73,205,0.0,0,1.15238095238
911,Rich Wortham,R,72,185,0.0,0,0.895238095238
912,Bob Chance,L,74,196,0.261,24,1.13333333333
913,Julio Cruz,B,69,165,0.237,23,0.504761904762
914,Bill Sample,R,69,175,0.272,46,0.6
915,Juan Nieves,L,75,175,0.0,0,1.0
916,Mike Bacsik,R,74,180,0.0,0,0.980952380952
917,Craig Kusick,R,75,210,0.235,46,1.33333333333
918,Rudy Meoli,L,69,165,0.212,2,0.504761904762
919,Ruppert Jones,L,70,170,0.25,147,0.619047619048
920,Glenn Hoffman,R,73,175,0.242,23,0.866666666667
921,Russ Gibson,R,73,195,0.228,8,1.05714285714
922,Phil Huffman,R,74,180,0.0,0,0.980952380952
923,Terry Francona,L,73,190,0.274,16,1.00952380952
924,John Bateman,R,75,210,0.23,81,1.33333333333
925,Luis Pujols,R,74,175,0.193,6,0.933333333333
926,Joe Gaines,R,73,190,0.241,21,1.00952380952
927,Doug Rader,R,74,208,0.251,155,1.24761904762
928,Mickey Stanley,R,73,185,0.248,117,0.961904761905
929,Steve Brown,R,77,200,0.0,0,1.37142857143
930,Rick Lysander,R,74,190,0.0,0,1.07619047619
931,Phil Bradley,R,72,185,0.286,78,0.895238095238
932,Winston Llenas,R,70,165,0.23,3,0.571428571429
933,Charlie Moore,R,71,180,0.261,36,0.780952380952
934,Ralph Garr,L,71,185,0.306,75,0.828571428571
935,Tommy John,R,75,180,0.157,5,1.04761904762
936,Bruce Benedict,R,73,175,0.242,18,0.866666666667
937,John Ellis,R,74,225,0.262,69,1.40952380952
938,Wes Parker,B,73,180,0.267,64,0.914285714286
939,Mel Stottlemyre,R,72,190,0.0,0,0.942857142857
940,David Green,R,75,170,0.268,31,0.952380952381
941,Reid Nichols,R,71,165,0.266,22,0.638095238095
942,Rick Reichardt,R,75,210,0.261,116,1.33333333333
943,Luis Tiant,R,72,180,0.164,5,0.847619047619
944,Alex Sanchez,R,74,185,0.0,0,1.02857142857
945,Broderick Perkins,L,70,180,0.271,8,0.714285714286
946,Leon Roberts,R,75,200,0.267,78,1.2380952381
947,Ray Burris,R,77,200,0.151,1,1.37142857143
948,Len Gabrielson,L,76,210,0.253,37,1.4
949,Johnny Edwards,L,76,220,0.242,81,1.49523809524
950,Paul Wilmet,R,71,170,0.0,0,0.685714285714
951,Tom Grieve,R,74,190,0.249,65,1.07619047619
952,Bruce Ellingsen,L,72,180,0.0,0,0.847619047619
953,Bob Forsch,R,76,200,0.213,12,1.30476190476
954,Gorman Heimueller,L,76,195,0.0,0,1.25714285714
955,Danny Cater,R,72,170,0.276,66,0.752380952381
956,Bill Schroeder,R,74,200,0.24,61,1.17142857143
957,Clay Dalrymple,L,72,190,0.233,55,0.942857142857
958,Carlos May,L,71,200,0.274,90,0.971428571429
959,Reggie Smith,B,72,180,0.287,314,0.847619047619
960,Ron Reed,R,78,215,0.158,0,1.58095238095
961,Fred Howard,R,75,190,0.0,0,1.14285714286
962,Davey Johnson,R,73,170,0.261,136,0.819047619048
963,Ellis Valentine,R,76,205,0.278,123,1.35238095238
964,Roy White,B,70,160,0.271,160,0.52380952381
965,Mike Brumley,L,70,195,0.229,5,0.857142857143
966,Al Luplow,L,70,175,0.235,33,0.666666666667
967,John Hoover,R,74,190,0.0,0,1.07619047619
968,Dick Allen,R,71,187,0.292,351,0.847619047619
969,Doug Ault,R,75,200,0.236,17,1.2380952381
970,Mark Wagner,R,72,165,0.243,3,0.704761904762
971,Mike Walters,R,77,203,0.0,0,1.4
972,Willie Stargell,L,74,188,0.282,475,1.05714285714
973,Steve Carlton,L,76,210,0.201,13,1.4
974,Jake Wood,R,73,163,0.25,35,0.752380952381
975,Del Unser,L,73,180,0.258,87,0.914285714286
976,Bob Brower,R,71,185,0.242,17,0.828571428571
977,Ray Culp,R,72,200,0.123,1,1.0380952381
978,Ivan Murrell,R,74,195,0.236,33,1.12380952381
979,Lee Mazzilli,B,73,180,0.259,93,0.914285714286
980,Garth Iorg,R,71,170,0.258,20,0.685714285714
981,Alan Ashby,B,74,185,0.245,90,1.02857142857
982,Bob Brenly,R,74,210,0.247,91,1.26666666667
983,Ron Blomberg,L,73,195,0.293,52,1.05714285714
984,Jim Rooker,R,72,195,0.201,7,0.990476190476
985,Tim Blackwell,B,71,170,0.228,6,0.685714285714
986,Colby Ward,R,74,185,0.0,0,1.02857142857
987,Jerry Morales,R,70,155,0.259,95,0.47619047619
988,Davey Lopes,R,69,170,0.263,155,0.552380952381
989,Catfish Hunter,R,72,190,0.226,6,0.942857142857
990,Mario Soto,R,72,174,0.132,1,0.790476190476
991,Jimmy Wynn,R,70,160,0.25,291,0.52380952381
992,Hank Allen,R,72,190,0.241,6,0.942857142857
993,Jim Fregosi,R,73,190,0.265,151,1.00952380952
994,Pepe Frias,R,70,159,0.24,1,0.514285714286
995,Mike Schmidt,R,74,195,0.267,548,1.12380952381
996,Willie Montanez,L,72,170,0.275,139,0.752380952381
997,Rey Quinones,R,71,160,0.243,29,0.590476190476
998,Mike Squires,L,71,185,0.26,6,0.828571428571
999,Champ Summers,L,74,205,0.255,54,1.21904761905
1000,Chuck Porter,R,75,187,0.0,0,1.11428571429
1001,Bert Campaneris,R,70,160,0.259,79,0.52380952381
1002,Bobby Valentine,R,70,189,0.26,12,0.8
1003,Rob Andrews,R,72,185,0.251,3,0.895238095238
1004,Tom Haller,L,76,195,0.257,134,1.25714285714
1005,Tom Dozier,R,74,190,0.0,0,1.07619047619
1006,Ed Stroud,L,71,180,0.237,14,0.780952380952
1007,Ron Swoboda,R,74,195,0.242,73,1.12380952381
1008,Harry Spilman,L,73,180,0.237,18,0.914285714286
1009,Bob Barton,R,72,175,0.226,9,0.8
1010,Daryl Sconiers,L,74,185,0.265,15,1.02857142857
1011,Joe Torre,R,74,212,0.297,252,1.28571428571
1012,Al Ferrara,R,73,200,0.259,51,1.10476190476
1013,Rick Steirer,R,76,200,0.0,0,1.30476190476
1014,Sixto Lezcano,R,70,165,0.271,148,0.571428571429
1015,Al Lachowicz,R,75,198,0.0,0,1.21904761905
1016,Dave Nicholson,R,74,215,0.212,61,1.31428571429
1017,Freddie Patek,R,65,148,0.242,41,0.0761904761905
1018,Ken Hubbs,R,74,175,0.247,14,0.933333333333
1019,Pepe Mangual,R,70,157,0.242,16,0.495238095238
1020,Leron Lee,L,72,196,0.25,31,1.0
1021,Tom McCarthy,R,72,180,0.0,0,0.847619047619
